"abundance","temperature","taxa"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
"8284.92404631868","1","GAMM"
"8634.35879882922","1","GAMM"
"8531.40892816655","1","GAMM"
"8557.54576015177","1","GAMM"
"8803.70215265545","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153983","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949289","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"8740.1726407523","1","GAMM"
"8696.93717659797","1","GAMM"
"8750.28855411804","1","GAMM"
"8793.82469649933","1","GAMM"
"8726.35477764626","1","GAMM"
"8824.62502450208","1","GAMM"
"8848.70990291514","1","GAMM"
"8854.73273624939","1","GAMM"
"8730.1618460532","1","GAMM"
"8744.92174097597","1","GAMM"
"8499.33014912101","1","GAMM"
"8307.97669750122","1","GAMM"
"8345.68814893283","1","GAMM"
"8047.97622538043","1","GAMM"
"8226.84362538624","1","GAMM"
"8284.92404631763","1","GAMM"
"8634.35879882895","1","GAMM"
"8531.40892816647","1","GAMM"
"8557.54576015172","1","GAMM"
"8803.70215265543","1","GAMM"
"8609.02952365057","1","GAMM"
"8729.80896153982","1","GAMM"
"8536.02992905092","1","GAMM"
"8647.97754949288","1","GAMM"
"8530.63139697169","1","GAMM"
"8567.40872932295","1","GAMM"
"11599.4087175289","1","GAMM"
"13425.3771046643","1","GAMM"
"12035.1289408476","1","GAMM"
"10634.100620255","1","GAMM"
"9218.3836821969","1","GAMM"
"8843.65051807671","1","GAMM"
"8995.20964296512","1","GAMM"
"8901.67329312576","1","GAMM"
"8758.27529358493","1","GAMM"
"8765.4401398892","1","GAMM"
"8507.26663490776","1","GAMM"
"8313.16364729606","1","GAMM"
"8348.46486952011","1","GAMM"
"8048.79793629151","1","GAMM"
"8227.26481331724","1","GAMM"
"8285.07904568351","1","GAMM"
"8634.39965297784","1","GAMM"
"8531.42039726798","1","GAMM"
"8557.55394422993","1","GAMM"
"8803.70457014126","1","GAMM"
"8609.02993109237","1","GAMM"
"8729.80954387317","1","GAMM"
"8536.03010896011","1","GAMM"
"8647.9776823551","1","GAMM"
"8530.6314622627","1","GAMM"
"8567.40877347382","1","GAMM"
"8740.17266570591","1","GAMM"
"8696.93718878264","1","GAMM"
"8750.28856234055","1","GAMM"
"8793.82470114007","1","GAMM"
"8726.35478016832","1","GAMM"
"8824.62502609558","1","GAMM"
"8848.70990362963","1","GAMM"
"8854.73273664049","1","GAMM"
"8730.16184625487","1","GAMM"
"8744.92174111009","1","GAMM"
"8499.33014917601","1","GAMM"
"8307.97669753679","1","GAMM"
"8345.6881489516","1","GAMM"
"8047.97622538606","1","GAMM"
"8226.84362538916","1","GAMM"
